Latitude,Longitude,Time,Date,Number of Sats,GPS Speed (Kn),GPS True Heading,GPS Magnetic Variation,HDOP,C Magnetic Heading,C True Heading,Pitch Angle,Roll Angle,C Inside Temp (c),DFS Depth (m),DTB Height (m),Total Water Column (m),Batt Percent,Power Watts,Watt-Hours,Batt Volts,Batt Ampers,Batt State,Time to Empty,Current Step,Dist To Next (m),Next Speed (kn),Vehicle Speed (kn),Motor Speed CMD,Next Heading,Next Long,Next Lat,Next Depth (m),Depth Goal (m),Vehicle State,Error State,Distance to Track (m),Fin Pitch R,Fin Pitch L,Pitch Goal,Fin Yaw T,Fin Yaw B,Yaw Goal,Fin Roll,DVL-Depth (m),DVL -Altitude (m),DVL -Water Column (m),DVL-FixType,DVL-FixQuality,DVL-Temperature,Conductivity (mmhos/cm),Temperature (c),Salinity (ppt),Sound Speed (m/s),Date m/d/y   ,Time hh:mm:ss,Temp C,SpCond mS/cm,Sal ppt,Depth feet,pH,pH mV,Turbid+ NTU,Chl ug/L,BGA-PC cells/mL,ODOsat %,ODO mg/L,Battery volts,ROSEM Command Type
25.8810886,-80.14682726,57:11.1,10/21/21,11,1.293,8.03,-7.117706431,0.83,49.3,45.03,2.74,-4.63,36.5,0,3.5,3.5,93,27,511.4,16.2,-1.7,D,1243.7,0,344.75,1,1.19,157,43.18,-80.14446913,25.88334941,0,0,1,N,1.271689,73,73,11,155,155,51.99829,0,9999.99,3.5,3.627,2,9,30.8,0,30.79999924,47.38,1559.96129,10/21/21,10:33:24,26.67,69.35,47.38,1.467,7.9,-53.6,-2,1,3759,92.8,5.7,12.8,
25.88109477,-80.14682491,57:12.1,10/21/21,11,1.226,11.14,-7.117706431,0.83,54.4,50.11,-1.71,-0.42,36.4,0.01,3.48,3.49,93,27,511.4,16.2,-1.7,D,1243.7,0,344.089,1,1.12,157,43.23,-80.14446913,25.88334941,0,0,1,N,1.572512,47,47,11,143,143,54.08641,0,9999.99,3.51,3.637,2,9,30.8,0,30.79999924,47.38,1559.96129,10/21/21,10:33:24,26.67,69.35,47.38,1.467,7.9,-53.6,-2,1,3759,92.8,5.7,12.8,
25.88109889,-80.14682213,57:13.1,10/21/21,11,0.942,11.14,-7.117706431,0.83,55.1,50.8,2.73,-1.01,36.4,0,3.47,3.48,93,28,511.4,16.2,-1.7,D,1218.7,0,343.564,1,1.13,157,43.25,-80.14446913,25.88334941,0,0,1,N,1.68341,73,73,11,143,143,54.84946,0,9999.99,3.46,3.587,2,9,30.8,0,30.79999924,47.36,1559.94106,10/21/21,10:33:26,26.65,69.34,47.36,1.418,7.9,-53.6,-3.7,80.6,90706,92.8,5.7,12.9,
25.88110123,-80.14681756,57:14.1,10/21/21,11,0.869,11.14,-7.117706431,0.83,60.3,55.94,1.46,1.53,36.5,0,3.46,3.46,93,28,511.4,16.2,-1.7,D,1218.7,0,343.062,1,1.09,157,43.22,-80.14446913,25.88334941,0,0,1,N,1.532873,66,66,11,119,119,53.81288,0,9999.99,3.48,3.607,2,9,30.7,0,30.79999924,47.36,1559.94106,10/21/21,10:33:26,26.65,69.34,47.36,1.418,7.9,-53.6,-3.7,80.6,90706,92.8,5.7,12.9,
25.88110494,-80.14681324,57:15.1,10/21/21,11,1.224,11.14,-7.117706431,0.83,58.1,53.77,1.33,2.34,36.4,0,3.5,3.5,93,28,511.4,16.2,-1.7,D,1218.7,0,342.466,1,1.06,157,43.22,-80.14446913,25.88334941,0,0,1,N,1.49481,65,65,11,126,126,53.54957,0,9999.99,3.51,3.637,2,9,30.7,0,30.70000076,47.31,1559.69569,10/21/21,10:33:28,26.68,69.27,47.31,1.261,7.9,-53.5,-4.7,1.6,89815,93,5.71,12.8,
25.88110899,-80.14680907,57:16.1,10/21/21,11,1.284,11.14,-7.117706431,0.83,61.2,56.82,0.9,-3.6,36.4,0.01,3.49,3.5,93,28,511.4,16.2,-1.7,D,1218.7,0,341.851,1,1.1,157,43.22,-80.14446913,25.88334941,0,0,1,N,1.50422,65,65,11,115,115,53.61465,0,9999.99,3.5,3.627,2,9,30.7,0,30.70000076,47.31,1559.69569,10/21/21,10:33:28,26.68,69.27,47.31,1.261,7.9,-53.5,-4.7,1.6,89815,93,5.71,12.8,
25.88111194,-80.1468051,57:17.1,10/21/21,11,1.053,11.14,-7.117706431,0.83,61.2,56.82,-0.91,-1.01,36.4,0.01,3.44,3.45,93,27,511.4,16.2,-1.7,D,1237.8,0,341.34,1,1.07,157,43.21,-80.14446913,25.88334941,0,0,1,N,1.432457,56,56,11,119,119,53.11742,0,9999.99,3.45,3.577,2,9,30.7,0,30.70000076,47.27,1559.65499,10/21/21,10:33:30,26.68,69.21,47.27,1.295,7.9,-53.6,-4.1,3.6,133515,93,5.71,13,
25.88111597,-80.14680002,57:18.1,10/21/21,11,0.881,11.14,-7.117706431,0.83,59.8,55.44,3.66,-4.55,36.4,0.01,3.38,3.39,93,27,511.4,16.2,-1.7,D,1237.8,0,340.666,1,1.1,156,43.2,-80.14446913,25.88334941,0,0,1,N,1.368941,79,79,11,116,116,52.67621,0,9999.99,3.37,3.497,2,9,30.7,0,30.70000076,47.27,1559.65499,10/21/21,10:33:30,26.68,69.21,47.27,1.295,7.9,-53.6,-4.1,3.6,133515,93,5.71,13,
25.88111855,-80.14679572,57:19.1,10/21/21,11,1.141,11.14,-7.117706431,0.83,66.8,62.31,-0.24,0.12,36.4,0,3.48,3.49,93,28,511.3,16.2,-1.7,D,1233.5,0,340.162,1,1.04,156,43.18,-80.14446913,25.88334941,0,0,1,N,1.249769,52,52,11,88,88,51.84486,0,9999.99,3.52,3.647,2,9,30.7,0,30.70000076,22.84,1534.29053,10/21/21,10:33:32,26.69,36.24,22.84,1.25,7.9,-53.5,-4.2,0,121451,93.1,6.56,12.8,
25.8811219,-80.14679119,57:20.1,10/21/21,11,1.058,11.14,-7.117706431,0.83,65.8,61.33,2.02,2.97,36.4,0,3.46,3.46,93,28,511.3,16.2,-1.7,D,1233.5,0,339.581,1,1.12,156,43.16,-80.14446913,25.88334941,0,0,1,N,1.176087,69,69,11,87,87,51.32877,0,9999.99,3.46,3.587,2,9,30.7,0,30.70000076,22.84,1534.29053,10/21/21,10:33:32,26.69,36.24,22.84,1.25,7.9,-53.5,-4.2,0,121451,93.1,6.56,12.8,
25.88112531,-80.14678629,57:21.1,10/21/21,11,1.162,11.14,-7.117706431,0.83,63.6,59.18,1.22,1.92,36.4,0.01,3.48,3.49,93,28,511.3,16.2,-1.7,D,1233.5,0,338.968,1,1.13,156,43.15,-80.14446913,25.88334941,0,0,1,N,1.079363,64,64,11,93,93,50.64954,0,9999.99,3.5,3.627,2,9,30.7,0,30.70000076,47.23,1559.61212,10/21/21,10:33:33,26.69,69.16,47.23,1.283,7.91,-53.6,-4.9,43.7,60003,93,5.72,12.9,
25.88112776,-80.14678074,57:22.1,10/21/21,11,1.149,11.14,-7.117706431,0.83,60.8,56.43,1.67,-3.96,36.4,0.01,3.41,3.42,93,27,511.3,16.2,-1.6,D,1260.4,0,338.39,1,1.13,156,43.11,-80.14446913,25.88334941,0,0,1,N,0.8520017,67,67,11,97,97,49.0445,0,9999.99,3.42,3.547,2,9,30.6,0,30.60000038,47.2,1559.38803,10/21/21,10:33:35,26.69,69.13,47.2,1.315,7.91,-53.7,-3.6,27.7,151231,93.2,5.73,13,
25.88113061,-80.14677577,57:23.1,10/21/21,11,1.026,11.14,-7.117706431,0.83,56.7,52.38,0.72,-0.27,36.4,0.01,3.33,3.34,93,27,511.3,16.2,-1.6,D,1260.4,0,337.819,1,1.12,156,43.09,-80.14446913,25.88334941,0,0,1,N,0.7039144,63,63,11,99,99,47.99369,0,9999.99,3.35,3.477,2,9,30.6,0,30.60000038,47.2,1559.38803,10/21/21,10:33:35,26.69,69.13,47.2,1.315,7.91,-53.7,-3.6,27.7,151231,93.2,5.73,13,
25.88113366,-80.14677127,57:24.1,10/21/21,11,1.221,11.14,-7.117706431,0.83,60.7,56.33,1.16,2.77,36.4,0,3.44,3.45,93,27,511.3,16.2,-1.6,D,1260.4,0,337.264,1,1.09,156,43.07,-80.14446913,25.88334941,0,0,1,N,0.5995532,69,69,11,100,100,47.25129,0,9999.99,3.45,3.577,2,9,30.6,0,30.60000038,46.88,1559.05411,10/21/21,10:33:36,26.69,68.72,46.88,1.237,7.91,-53.8,-2.9,45,97376,93,5.73,12.9,
25.88113863,-80.14676613,57:25.1,10/21/21,11,1.372,11.14,-7.117706431,0.83,58.8,54.46,1.89,1.27,36.4,0.01,3.47,3.48,93,27,511.3,16.2,-1.6,D,1260.4,0,336.509,1,1.1,156,43.07,-80.14446913,25.88334941,0,0,1,N,0.6054934,68,68,11,98,98,47.2934,0,9999.99,3.48,3.607,2,9,30.6,0,30.60000038,47.15,1559.33562,10/21/21,10:33:38,26.68,69.07,47.15,1.347,7.91,-53.8,-4.7,8.1,108444,93.1,5.73,13,
25.88114158,-80.14676156,57:26.1,10/21/21,11,1.333,11.14,-7.117706431,0.83,58.8,54.46,-0.46,1.28,36.4,0.01,3.48,3.49,93,27,511.3,16.2,-1.6,D,1257.4,0,335.957,1,1.04,156,43.05,-80.14446913,25.88334941,0,0,1,N,0.4935619,50,50,11,92,92,46.49552,0,9999.99,3.5,3.627,2,9,30.6,0,30.60000038,47.15,1559.33562,10/21/21,10:33:38,26.68,69.07,47.15,1.347,7.91,-53.8,-4.7,8.1,108444,93.1,5.73,13,
25.88114644,-80.14675754,57:27.1,10/21/21,11,1.01,11.14,-7.117706431,0.83,55.7,51.39,1.19,-2.92,36.4,0.01,3.45,3.46,93,27,511.3,16.2,-1.6,D,1267.8,0,335.288,1,1.1,156,43.06,-80.14446913,25.88334941,0,0,1,N,0.5670605,64,64,11,110,110,47.01948,0,9999.99,3.45,3.577,2,9,30.6,0,30.60000038,7.24,1517.95469,10/21/21,10:33:39,26.68,12.66,7.24,1.263,7.91,-53.9,-4.9,3.6,62182,93.2,7.17,12.9,
25.8811498,-80.1467532,57:28.1,10/21/21,11,1.243,11.14,-7.117706431,0.83,56.1,51.79,2.34,-4.18,36.4,0,3.46,3.46,93,27,511.3,16.2,-1.6,D,1267.8,0,334.718,1,1.07,156,43.05,-80.14446913,25.88334941,0,0,1,N,0.5012532,71,71,11,106,106,46.55027,0,9999.99,3.47,3.597,2,9,30.6,0,30.60000038,47.15,1559.33555,10/21/21,10:33:40,26.67,69.06,47.15,1.306,7.91,-54,-3.4,-6.8,-5444,93.2,5.73,12.8,
25.88115265,-80.14674805,57:29.1,10/21/21,11,1.155,11.14,-7.117706431,0.83,60.7,56.33,0.39,0.96,36.4,0.01,3.32,3.32,93,27,511.3,16.2,-1.6,D,1267.8,0,334.135,1,1.11,156,43.02,-80.14446913,25.88334941,0,0,1,N,0.3432376,58,58,11,88,88,45.42167,0,9999.99,3.34,3.467,2,9,30.6,0,30.60000038,46.02,1558.15816,10/21/21,10:33:42,26.68,67.62,46.02,1.204,7.91,-54.1,-4,19.1,166946,93,5.76,13,
25.88115686,-80.14674597,57:30.1,10/21/21,11,0.997,11.14,-7.117706431,0.83,50.9,46.62,0.69,-3.35,36.5,0.01,3.34,3.34,93,27,511.3,16.2,-1.6,D,1267.8,0,333.651,1,1.13,156,43.05,-80.14446913,25.88334941,0,0,1,N,0.5002697,64,64,11,127,127,46.54301,0,9999.99,3.34,3.467,2,9,30.5,0,30.60000038,46.02,1558.15816,10/21/21,10:33:42,26.68,67.62,46.02,1.204,7.91,-54.1,-4,19.1,166946,93,5.76,13,
25.88116111,-80.14674058,57:31.1,10/21/21,11,1.345,11.14,-7.117706431,0.83,58.2,53.87,1.12,-6.11,36.4,0,3.47,3.48,93,27,511.3,16.2,-1.6,D,1277.7,0,332.937,1,1.1,156,43.04,-80.14446913,25.88334941,0,0,1,N,0.4313672,62,62,11,102,102,46.05119,0,9999.99,3.48,3.607,2,9,30.5,0,30.5,47.09,1559.07852,10/21/21,10:33:44,26.67,68.99,47.09,1.281,7.92,-54.3,-2.2,-4.7,54460,93.2,5.74,12.8,
25.88116386,-80.14673558,57:32.1,10/21/21,11,1.158,11.14,-7.117706431,0.83,50.2,45.92,0.06,1.81,36.4,0.01,3.39,3.4,93,27,511.3,16.2,-1.6,D,1277.7,0,332.372,1,1.14,156,43.01,-80.14446913,25.88334941,0,0,1,N,0.2712964,57,57,11,123,123,44.90699,0,9999.99,3.4,3.527,2,9,30.5,0,30.5,47.09,1559.07852,10/21/21,10:33:44,26.67,68.99,47.09,1.281,7.92,-54.3,-2.2,-4.7,54460,93.2,5.74,12.8,
25.88116682,-80.14673194,57:33.1,10/21/21,11,1.026,11.14,-7.117706431,0.83,48.8,44.53,1.03,-7,36.5,0.01,3.4,3.41,93,26,511.3,16.2,-1.6,D,1295.5,0,331.884,1,1.12,156,43.01,-80.14446913,25.88334941,0,0,1,N,0.2282133,67,67,11,126,126,44.59862,0,9999.99,3.4,3.527,2,9,30.5,0,30.5,47.08,1559.06861,10/21/21,10:33:46,26.67,68.97,47.08,1.363,7.91,-54.2,-1.7,-5.4,-11642,93.5,5.75,12.9,
25.88117087,-80.14672691,57:34.1,10/21/21,11,1.242,11.14,-7.117706431,0.83,56.1,51.79,1.77,0.72,36.5,0.01,3.37,3.38,93,26,511.3,16.2,-1.6,D,1295.5,0,331.211,1,1.1,156,43,-80.14446913,25.88334941,0,0,1,N,0.1696153,63,63,11,104,104,44.17916,0,9999.99,3.38,3.507,2,9,30.5,0,30.5,47.08,1559.06861,10/21/21,10:33:46,26.67,68.97,47.08,1.363,7.91,-54.2,-1.7,-5.4,-11642,93.5,5.75,12.9,
25.88117489,-80.1467227,57:35.1,10/21/21,11,1.118,11.14,-7.117706431,0.83,48.6,44.33,-1.05,-1.86,36.5,0.01,3.41,3.42,93,26,511.3,16.2,-1.6,D,1295.5,0,330.597,1,1.1,156,43,-80.14446913,25.88334941,0,0,1,N,0.1599443,51,51,11,126,126,44.10981,0,9999.99,3.43,3.557,2,9,30.5,0,30.5,47.04,1559.02707,10/21/21,10:33:48,26.68,68.93,47.04,1.191,7.92,-54.3,-2.3,-4.5,115372,93.2,5.74,12.8,
25.88117696,-80.14671791,57:36.1,10/21/21,11,1.133,11.14,-7.117706431,0.83,51.7,47.42,2.51,-7.34,36.5,0.01,3.41,3.42,93,28,511.2,16.2,-1.7,D,1221.8,0,330.102,1,1.11,156,42.96,-80.14446913,25.88334941,0,0,1,N,3.03E-02,72,72,11,108,108,42.74717,0,9999.99,3.4,3.527,2,9,30.5,0,30.5,47.05,1559.03717,10/21/21,10:33:49,26.67,68.94,47.05,1.468,7.92,-54.4,-2.3,-1.1,-50,93.3,5.74,13,
25.8811807,-80.14671518,57:37.1,10/21/21,11,1.177,11.14,-7.117706431,0.83,50.7,46.42,1.02,-0.65,36.5,0,3.38,3.39,93,28,511.2,16.2,-1.7,D,1221.8,0,329.611,1,1.11,155,42.98,-80.14446913,25.88334941,0,0,1,N,5.11E-02,57,57,11,117,117,43.3303,0,9999.99,3.4,3.527,2,9,30.5,0,30.5,47.05,1559.03717,10/21/21,10:33:49,26.67,68.94,47.05,1.468,7.92,-54.4,-2.3,-1.1,-50,93.3,5.74,13,
25.8811864,-80.14671231,57:38.1,10/21/21,11,1.31,11.14,-7.117706431,0.89,51.4,47.12,0.53,-6.96,36.5,0.01,3.42,3.43,93,28,511.2,16.2,-1.7,D,1221.8,0,328.951,1,1.13,155,43.02,-80.14446913,25.88334941,0,0,1,N,0.2807496,59,59,11,111,111,44.97414,0,9999.99,3.43,3.557,2,9,30.4,0,30.39999962,8.81,1519.13255,10/21/21,10:33:50,26.67,15.17,8.81,1.328,7.92,-54.6,-4.3,60.7,23980,93.3,7.11,12.9,
25.88118928,-80.1467093,57:39.1,10/21/21,11,0.973,11.14,-7.117706431,0.83,54.5,50.2,0.93,3.13,36.5,0,3.45,3.46,93,28,511.2,16.2,-1.7,D,1221.8,0,328.513,1,1.15,155,43.02,-80.14446913,25.88334941,0,0,1,N,0.2748636,63,63,11,106,106,44.93201,0,9999.99,3.46,3.587,2,9,30.4,0,30.39999962,46.87,1558.65429,10/21/21,10:33:51,26.66,68.7,46.87,1.209,7.92,-54.7,-4.1,14.9,45661,93.2,5.74,12.9,
25.88119394,-80.14670672,57:40.1,10/21/21,11,1.203,11.14,-7.117706431,0.83,52.5,48.22,2.32,-6.5,36.5,0,3.33,3.33,93,25,511.2,16.2,-1.5,D,1340.3,0,327.957,1,1.12,155,43.04,-80.14446913,25.88334941,0,0,1,N,0.4428789,71,71,11,119,119,46.13288,0,9999.99,3.33,3.457,2,9,30.4,0,30.39999962,47.03,1558.82101,10/21/21,10:33:52,26.67,68.9,47.03,1.26,7.92,-54.5,-3.9,-1.7,992,93.2,5.74,12.9,
25.88119628,-80.14670329,57:41.1,10/21/21,11,1.04,11.14,-7.117706431,0.83,54.2,49.91,0.92,-4.68,36.5,0,3.36,3.36,93,25,511.2,16.2,-1.5,D,1340.3,0,327.533,1,1.1,155,43.03,-80.14446913,25.88334941,0,0,1,N,0.3687362,58,58,11,106,106,45.60313,0,9999.99,3.38,3.507,2,9,30.4,0,30.39999962,46.97,1558.75857,10/21/21,10:33:54,26.68,68.84,46.97,1.225,7.92,-54.6,-4.4,20.7,64022,93.3,5.74,12.9,
25.88119924,-80.14670019,57:42.1,10/21/21,11,1.061,11.14,-7.117706431,0.83,55.6,51.3,1.25,0.76,36.5,0.01,3.41,3.42,93,25,511.2,16.2,-1.5,D,1340.3,0,327.08,1,1.11,155,43.03,-80.14446913,25.88334941,0,0,1,N,0.3672144,65,65,11,104,104,45.59217,0,9999.99,3.42,3.547,2,9,30.4,0,30.39999962,46.97,1558.75857,10/21/21,10:33:54,26.68,68.84,46.97,1.225,7.92,-54.6,-4.4,20.7,64022,93.3,5.74,12.9,
25.88120154,-80.14669539,57:43.1,10/21/21,11,1.05,11.14,-7.117706431,0.83,50.6,46.32,-0.86,-3.26,36.4,0.01,3.46,3.46,93,25,511.2,16.2,-1.5,D,1338.6,0,326.567,1,1.22,155,43,-80.14446913,25.88334941,0,0,1,N,0.1861894,52,52,11,119,119,44.29734,0,9999.99,3.47,3.597,2,9,30.4,0,30.39999962,46.79,1558.57091,10/21/21,10:33:55,26.69,68.61,46.79,1.217,7.93,-54.8,-3.6,-16.6,27958,93.3,5.75,13,
25.88120285,-80.14669127,57:44.1,10/21/21,11,1.189,11.14,-7.117706431,0.83,59.1,54.75,2.8,1.04,36.4,0.01,3.46,3.47,93,25,511.2,16.2,-1.5,D,1338.6,0,326.179,1,1.14,155,42.96,-80.14446913,25.88334941,0,0,1,N,8.14E-03,74,74,11,74,74,42.9056,0,9999.99,3.45,3.577,2,9,30.4,0,30.39999962,46.96,1558.74836,10/21/21,10:33:57,26.68,68.83,46.96,1.295,7.93,-54.9,-3.2,-5.6,2661,93.3,5.74,12.9,
25.88120721,-80.14668789,57:45.2,10/21/21,11,1.008,11.14,-7.117706431,0.83,51.4,47.12,0.45,5.9,36.5,0,3.39,3.39,93,25,511.2,16.2,-1.5,D,1338.6,0,325.593,1,1.15,155,42.98,-80.14446913,25.88334941,0,0,1,N,6.86E-02,60,60,11,112,112,43.45509,0,9999.99,3.41,3.537,2,9,30.4,0,30.39999962,46.96,1558.74836,10/21/21,10:33:57,26.68,68.83,46.96,1.295,7.93,-54.9,-3.2,-5.6,2661,93.3,5.74,12.9,
25.88121168,-80.14668581,57:46.2,10/21/21,11,1.004,11.14,-7.117706431,0.83,48.9,44.63,1.21,-4.84,36.5,0,3.44,3.44,93,25,511.2,16.2,-1.5,D,1338.6,0,325.088,1,1.11,155,43.01,-80.14446913,25.88334941,0,0,1,N,0.2515817,64,64,11,128,128,44.76508,0,9999.99,3.44,3.567,2,9,30.4,0,30.39999962,33.73,1544.96732,10/21/21,10:33:58,26.68,51.4,33.73,1.199,7.93,-54.9,-2.8,-2,7315,93.3,6.19,12.9,
25.88121565,-80.14668188,57:47.2,10/21/21,11,1.299,11.14,-7.117706431,0.83,49,44.73,1.38,-0.48,36.5,0.01,3.5,3.51,93,26,511.2,16.2,-1.6,D,1325.1,0,324.496,1,1.08,155,43.01,-80.14446913,25.88334941,0,0,1,N,0.263368,58,58,11,121,121,44.8494,0,9999.99,3.51,3.637,2,9,30.3,0,30.29999924,41.5,1552.85592,10/21/21,10:34:00,26.68,61.75,41.5,1.44,7.93,-55,-2.5,12.9,-3130,93.3,5.92,12.9,
25.88121996,-80.14667877,57:48.2,10/21/21,11,0.917,11.14,-7.117706431,0.83,49.7,45.43,0.17,1.98,36.5,0.01,3.38,3.39,93,26,511.2,16.2,-1.6,D,1325.1,0,323.935,1,1.11,155,43.03,-80.14446913,25.88334941,0,0,1,N,0.3596837,64,64,11,133,133,45.53812,0,9999.99,3.39,3.517,2,9,30.3,0,30.29999924,41.5,1552.85592,10/21/21,10:34:00,26.68,61.75,41.5,1.44,7.93,-55,-2.5,12.9,-3130,93.3,5.92,12.9,
25.88122515,-80.14667565,57:49.2,10/21/21,11,1.271,11.14,-7.117706431,0.83,47.2,42.93,1.69,-7.4,36.5,0,3.36,3.36,93,26,511.2,16.2,-1.6,D,1325.1,0,323.3,1,1.09,154,43.06,-80.14446913,25.88334941,0,0,1,N,0.5292857,62,62,11,128,128,46.74901,0,9999.99,3.36,3.487,2,9,30.3,0,30.29999924,46.94,1558.5316,10/21/21,10:34:01,26.68,68.8,46.94,1.265,7.93,-55.1,-5.3,-6.6,-4616,93.4,5.75,13,
25.88123008,-80.1466723,57:50.2,10/21/21,11,0.931,11.14,-7.117706431,0.83,46.9,42.63,-0.35,-5.42,36.5,0,3.34,3.35,93,26,511.1,16.2,-1.6,D,1312.8,0,322.67,1,1.12,154,43.08,-80.14446913,25.88334941,0,0,1,N,0.6480914,55,55,11,147,147,47.59517,0,9999.99,3.34,3.467,2,9,30.3,0,30.29999924,27.8,1538.59613,10/21/21,10:34:03,26.68,43.25,27.8,1.165,7.93,-55.1,-5,-0.3,75924,93.4,6.41,12.9,
25.88123259,-80.14666827,57:51.2,10/21/21,11,1.195,11.14,-7.117706431,0.83,49.6,45.33,2.02,-4.56,36.5,0,3.38,3.39,93,26,511.1,16.2,-1.6,D,1312.8,0,322.191,1,1.1,154,43.07,-80.14446913,25.88334941,0,0,1,N,0.549021,69,69,11,133,133,46.88951,0,9999.99,3.4,3.527,2,9,30.3,0,30.29999924,27.8,1538.59613,10/21/21,10:34:03,26.68,43.25,27.8,1.165,7.93,-55.1,-5,-0.3,75924,93.4,6.41,12.9,
25.88123648,-80.14666488,57:52.3,10/21/21,11,1.088,11.14,-7.117706431,0.83,56,51.69,0.7,-1.95,36.5,0.01,3.34,3.35,93,26,511.1,16.2,-1.6,D,1312.8,0,321.643,1,1.07,154,43.07,-80.14446913,25.88334941,0,0,1,N,0.6073646,53,53,11,109,109,47.3051,0,9999.99,3.33,3.457,2,9,30.3,0,30.29999924,46.93,1558.52132,10/21/21,10:34:04,26.67,68.78,46.93,1.334,7.93,-55.2,-4.3,-6.2,1240,93.4,5.75,12.8,
25.88124286,-80.14666265,57:53.3,10/21/21,11,1.219,11.14,-7.117706431,0.83,57.5,53.18,-1.53,1.88,36.5,0.01,3.37,3.38,93,26,511.1,16.2,-1.6,D,1312.8,0,320.973,1,1.09,154,43.13,-80.14446913,25.88334941,0,0,1,N,0.9290915,48,48,11,113,113,49.58815,0,9999.99,3.36,3.487,2,9,30.3,0,30.29999924,46.94,1558.53213,10/21/21,10:34:06,26.64,68.8,46.94,1.178,7.93,-55.4,-3,0.5,99031,93.4,5.75,13,
25.88124635,-80.14665869,57:54.3,10/21/21,11,0.926,11.14,-7.117706431,0.83,50.5,46.22,2.41,-9.8,36.5,0.01,3.34,3.35,93,25,511.1,16.2,-1.5,D,1347.7,0,320.419,1,1.05,154,43.13,-80.14446913,25.88334941,0,0,1,N,0.8944557,71,71,11,139,139,49.34319,0,9999.99,3.36,3.487,2,9,30.3,0,30.29999924,46.94,1558.53213,10/21/21,10:34:06,26.64,68.8,46.94,1.178,7.93,-55.4,-3,0.5,99031,93.4,5.75,13,
25.88125052,-80.14665358,57:55.3,10/21/21,11,1.318,11.14,-7.117706431,0.83,57.1,52.78,-0.26,-5.04,36.6,0.01,3.39,3.4,93,25,511.1,16.2,-1.5,D,1347.7,0,319.731,1,1.06,154,43.12,-80.14446913,25.88334941,0,0,1,N,0.845561,53,53,11,106,106,48.99688,0,9999.99,3.38,3.507,2,9,30.3,0,30.29999924,46.92,1558.51087,10/21/21,10:34:07,26.66,68.77,46.92,1.465,7.93,-55.3,-4.4,-5.3,3087,93.3,5.75,12.9,
25.88125406,-80.14665041,57:56.3,10/21/21,11,0.925,11.14,-7.117706431,0.83,56.1,51.79,-1.3,1.32,36.6,0.01,3.48,3.49,93,25,511.1,16.2,-1.5,D,1347.7,0,319.226,1,1.04,154,43.12,-80.14446913,25.88334941,0,0,1,N,0.8777938,50,50,11,120,120,49.22507,0,9999.99,3.47,3.597,2,9,30.2,0,30.29999924,46.88,1558.46966,10/21/21,10:34:09,26.68,68.72,46.88,1.368,7.94,-55.4,-2.9,-4,164560,93.4,5.75,12.9,
25.88125714,-80.14664658,57:57.3,10/21/21,11,0.893,11.14,-7.117706431,0.83,51.9,47.62,3,-3.62,36.6,0.01,3.42,3.44,93,25,511.1,16.2,-1.5,D,1347.7,0,318.715,1,1,154,43.12,-80.14446913,25.88334941,0,0,1,N,0.823768,75,75,11,136,136,48.84248,0,9999.99,3.45,3.577,2,9,30.2,0,30.20000076,45.09,1556.40391,10/21/21,10:34:10,26.68,66.42,45.09,1.367,7.94,-55.5,-5.5,-1.4,10784,93.5,5.82,12.9,
25.88125982,-80.14664149,57:58.3,10/21/21,11,1.257,30.85,-7.117706431,0.83,54.1,49.81,0.1,-8.1,36.6,0.01,3.36,3.37,93,25,511.1,16.2,-1.5,D,1344.2,0,318.149,1,1.07,154,43.09,-80.14446913,25.88334941,0,0,1,N,0.6597341,53,53,11,116,116,47.67764,0,9999.99,3.35,3.477,2,9,30.2,0,30.20000076,45.09,1556.40391,10/21/21,10:34:10,26.68,66.42,45.09,1.367,7.94,-55.5,-5.5,-1.4,10784,93.5,5.82,12.9,
25.88126235,-80.14663666,57:59.3,10/21/21,11,0.859,30.85,-7.117706431,0.83,56.3,51.99,0.01,-2.16,36.5,0.01,3.37,3.39,93,25,511.1,16.2,-1.5,D,1344.2,0,317.613,1,1.05,154,43.06,-80.14446913,25.88334941,0,0,1,N,0.500515,62,62,11,111,111,46.54311,0,9999.99,3.38,3.507,2,9,30.2,0,30.20000076,32.82,1543.61028,10/21/21,10:34:11,26.69,50.17,32.82,1.152,7.94,-55.5,-4.2,-0.3,39492,93.4,6.23,12.9,
25.88126418,-80.14663257,58:00.3,10/21/21,11,0.967,30.85,-7.117706431,0.83,54.4,50.11,3.41,0.43,36.5,0.01,3.33,3.34,93,25,511.1,16.2,-1.5,D,1344.2,0,317.186,1,1.03,154,43.03,-80.14446913,25.88334941,0,0,1,N,0.3376623,77,77,11,108,108,45.38006,0,9999.99,3.36,3.487,2,9,30.2,0,30.20000076,46.84,1558.23165,10/21/21,10:34:13,26.69,68.67,46.84,1.345,7.94,-55.5,-4.3,-2.3,-2421,93.4,5.75,13,
25.88126796,-80.14662809,58:01.3,10/21/21,11,1.157,30.85,-7.117706431,0.83,62.4,58,-1.73,-1.52,36.5,0.01,3.3,3.31,93,25,511.1,16.2,-1.5,D,1355.3,0,316.573,1,1.12,154,43.02,-80.14446913,25.88334941,0,0,1,N,0.3087552,47,47,11,76,76,45.17322,0,9999.99,3.28,3.407,2,9,30.2,0,30.20000076,46.84,1558.23165,10/21/21,10:34:13,26.69,68.67,46.84,1.345,7.94,-55.5,-4.3,-2.3,-2421,93.4,5.75,13,
